episode,epoch,cloud_remaining_units,agent0_comp_units,agent0_channel_quality,agent0_remain_epochs,agent0_power,agent0_action,agent0_reward,agent0_mec_comp_unit_0,agent0_mec_comp_unit_1,agent0_mec_comp_unit_2,agent0_mec_comp_unit_3,agent0_mec_comp_unit_4,agent0_mec_comp_unit_5,agent0_mec_comp_unit_6,agent0_mec_comp_unit_7,agent0_mec_comp_unit_8,agent0_mec_comp_unit_9,agent1_comp_units,agent1_channel_quality,agent1_remain_epochs,agent1_power,agent1_action,agent1_reward,agent1_mec_comp_unit_0,agent1_mec_comp_unit_1,agent1_mec_comp_unit_2,agent1_mec_comp_unit_3,agent1_mec_comp_unit_4,agent1_mec_comp_unit_5,agent1_mec_comp_unit_6,agent1_mec_comp_unit_7,agent1_mec_comp_unit_8,agent1_mec_comp_unit_9,agent2_comp_units,agent2_channel_quality,agent2_remain_epochs,agent2_power,agent2_action,agent2_reward,agent2_mec_comp_unit_0,agent2_mec_comp_unit_1,agent2_mec_comp_unit_2,agent2_mec_comp_unit_3,agent2_mec_comp_unit_4,agent2_mec_comp_unit_5,agent2_mec_comp_unit_6,agent2_mec_comp_unit_7,agent2_mec_comp_unit_8,agent2_mec_comp_unit_9,agent3_comp_units,agent3_channel_quality,agent3_remain_epochs,agent3_power,agent3_action,agent3_reward,agent3_mec_comp_unit_0,agent3_mec_comp_unit_1,agent3_mec_comp_unit_2,agent3_mec_comp_unit_3,agent3_mec_comp_unit_4,agent3_mec_comp_unit_5,agent3_mec_comp_unit_6,agent3_mec_comp_unit_7,agent3_mec_comp_unit_8,agent3_mec_comp_unit_9,agent4_comp_units,agent4_channel_quality,agent4_remain_epochs,agent4_power,agent4_action,agent4_reward,agent4_mec_comp_unit_0,agent4_mec_comp_unit_1,agent4_mec_comp_unit_2,agent4_mec_comp_unit_3,agent4_mec_comp_unit_4,agent4_mec_comp_unit_5,agent4_mec_comp_unit_6,agent4_mec_comp_unit_7,agent4_mec_comp_unit_8,agent4_mec_comp_unit_9
0,0,98,1,0,9,9.5,0,8.9,6,9,4,10,3,1,3,10,2,0,48,1,9,9.5,0,1.9,3,5,1,6,6,2,5,4,4,0,43,0,9,9.5,0,6.9,2,2,2,2,3,1,6,6,10,0,100,1,9,9.0,1,-0.2,8,3,9,4,3,2,7,4,9,0,95,0,9,9.5,0,4.9,8,9,1,1,1,10,8,1,4,0
0,1,90,0,0,8,9.0,0,-0.2,9,4,10,3,1,3,10,2,0,0,45,1,8,9.0,0,2.9,5,1,6,6,2,5,4,4,0,0,41,0,8,9.0,0,1.9,2,2,2,3,1,6,6,10,0,0,100,1,8,8.0,1,7.8,3,9,4,3,2,7,4,9,0,0,87,0,8,9.0,0,7.9,9,1,1,1,10,8,1,4,0,0
0,2,76,0,0,7,8.5,0,-0.2,4,10,3,1,3,10,2,0,0,0,45,0,7,8.0,1,4.8,1,6,6,2,5,4,4,0,0,0,39,1,7,8.5,0,1.9,2,2,3,1,6,6,10,0,0,0,97,1,7,7.5,0,2.9,9,4,3,2,7,4,9,0,0,0,87,0,7,8.0,1,-0.2,1,1,1,10,8,1,4,0,0,0
0,3,71,0,0,6,7.5,1,-0.2,10,3,1,3,10,2,0,0,0,0,44,0,6,7.5,0,0.9,6,6,2,5,4,4,0,0,0,0,37,1,6,8.0,0,1.9,2,3,1,6,6,10,0,0,0,0,88,1,6,7.0,0,8.9,4,3,2,7,4,9,0,0,0,0,87,1,6,7.0,1,-0.2,1,1,10,8,1,4,0,0,0,0
0,4,64,0,0,5,7.0,0,-0.2,3,1,3,10,2,0,0,0,0,0,44,0,5,6.5,1,-0.2,6,2,5,4,4,0,0,0,0,0,35,1,5,7.5,0,1.9,3,1,6,6,10,0,0,0,0,0,84,1,5,6.5,0,3.9,3,2,7,4,9,0,0,0,0,0,87,0,5,6.0,1,0.8,1,10,8,1,4,0,0,0,0,0
0,5,60,0,0,4,6.0,1,-0.2,1,3,10,2,0,0,0,0,0,0,38,0,4,6.0,0,5.9,2,5,4,4,0,0,0,0,0,0,32,1,4,7.0,0,2.9,1,6,6,10,0,0,0,0,0,0,81,1,4,6.0,0,2.9,2,7,4,9,0,0,0,0,0,0,87,1,4,5.0,1,-0.2,10,8,1,4,0,0,0,0,0,0
0,6,57,0,0,3,5.0,1,-0.2,3,10,2,0,0,0,0,0,0,0,38,0,3,5.0,1,-0.2,5,4,4,0,0,0,0,0,0,0,31,0,3,6.5,0,0.9,6,6,10,0,0,0,0,0,0,0,79,0,3,5.5,0,1.9,7,4,9,0,0,0,0,0,0,0,77,1,3,4.5,0,9.9,8,1,4,0,0,0,0,0,0,0
0,7,43,0,1,2,4.0,1,-0.2,10,2,0,0,0,0,0,0,0,0,38,0,2,4.0,1,-0.2,4,4,0,0,0,0,0,0,0,0,31,0,2,5.5,1,-0.2,6,10,0,0,0,0,0,0,0,0,72,0,2,5.0,0,6.9,4,9,0,0,0,0,0,0,0,0,69,1,2,4.0,0,7.9,1,4,0,0,0,0,0,0,0,0
0,8,29,0,1,1,3.0,1,0.0,2,0,0,0,0,0,0,0,0,0,34,0,1,3.5,0,3.9,4,0,0,0,0,0,0,0,0,0,25,0,1,5.0,0,5.9,10,0,0,0,0,0,0,0,0,0,72,0,1,4.0,1,-0.2,9,0,0,0,0,0,0,0,0,0,68,1,1,3.5,0,0.9,4,0,0,0,0,0,0,0,0,0
0,9,0,0,1,0,2.0,1,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,2.5,1,-0.2,0,0,0,0,0,0,0,0,0,0,25,1,0,4.0,1,-0.2,0,0,0,0,0,0,0,0,0,0,72,0,0,3.0,1,-0.2,0,0,0,0,0,0,0,0,0,0,68,1,0,2.5,1,3.8,0,0,0,0,0,0,0,0,0,0
